user_id,total_folder_selections,different_folders_used,days_active_selecting,most_used_folder
RX474180,3,2,1,Rechtspositie
RZ282447,3,1,1,Persoonlijk
RO517058,3,2,1,Sollicitatie
RP212664,3,1,1,Functioneren
IC120814,3,2,1,Medewerker dossier
RY1005636,3,2,1,Diploma's - Certificaten
IC209919,3,3,1,Einde dienstverband
RP397284,3,2,1,Arbeidsvoorwaarden
RP232221,3,3,2,Personalia
UA000482,3,3,1,Persoonlijk
RZ178672,3,3,1,Persoonlijk
RX555811,3,1,1,Medewerker dossier
RX274096,3,2,1,Arbeidsvoorwaarden
RX460050,3,3,1,Dienstverband
IC287589,3,3,1,Recent toegevoegd
RY393132,3,2,1,Persoonlijk
RV433748,3,3,1,Salaris
IC218589,3,2,1,Indiensttreding regulier
RY704765,3,3,1,Rechtspositie en arbeidsvoorwaarden
UA006958,3,3,1,Aanstelling
RO868946,3,3,2,Loopbaan / personeelsontwikkeling
RW483606,3,2,1,Dienstverband
RY616709,3,1,2,Medewerker dossier
IC113268,3,2,2,Arbo
RP755938,3,1,1,Medewerker dossier
RO173159,3,1,1,Medewerker dossier
RY506197,3,3,1,02.3 Stage
RY829223,3,1,1,Medewerker dossier
RV805794,3,2,1,Prullenbak
RY944399,3,3,1,2. Arbeidsvoorwaarden
RX516363,3,1,1,Dienstverband
RY991301,3,2,1,(Aanstelling)overeenkomst en wijzigingen
RQ886104,3,1,1,Dienstverband
RQ738084,3,1,1,Persoonlijk
RO373082,3,1,1,Loopbaan / personeelsontwikkeling
RZ218308,3,3,1,Medewerker dossier
RX602355,3,1,1,Medewerker dossier
RP902256,3,3,1,Medewerker dossier
RY140403,3,2,1,Personeelsdossier
RS823624,3,2,1,Persoonsgegevens
RW484807,3,2,1,Arbeidsvoorwaarden
RZ109999,3,3,1,Arbeidsvoorwaarden
RQ502636,3,2,1,Dienstongeval / Beroepsziekte
RQ478069,3,3,1,Persoonlijk
RY1002471,3,3,1,Medewerker dossier
RW767610,3,3,1,Functioneren en beoordelen
UA008069,3,1,1,Medewerker dossier
RY730258,3,3,1,Functioneren en loopbaan
RZ172975,3,3,1,01.1 Formele documenten
IC263987,3,1,1,Medewerker dossier
RY533604,3,2,1,Opleiding
RW559119,3,2,1,Dienstverbanden
RZ249557,3,2,1,Functioneren
RU523900,3,3,1,Persoonlijk
RX266728,3,3,1,Medewerker dossier
RP547732,3,3,1,Persoonsgegevens
RX214195,3,1,1,Contract & arbeidsvoorwaarden
RY526726,3,2,1,Medewerker dossier
RX421435,3,3,2,Medewerker dossier
RW142248,3,2,1,Medewerker dossier
RX810968,3,2,1,Opleiding en ontwikkeling
RW781707,3,3,1,Aanstellingsgegevens
RU132360,3,2,1,Contracten
RV799570,3,2,1,Arbeidsvoorwaarden
IC246176,3,2,1,Verzuim
RX294157,3,1,1,Verzuim/Arbo
RW767586,3,2,1,Functioneren en beoordelen
RP624884,3,3,1,Arbeidsovereenkomst
IC236800,3,2,1,Dienstverband
RY901867,3,1,1,Medewerker dossier
RY943665,3,2,1,Medewerker dossier
RO519232,3,3,1,Persoonlijk functioneren
RO319631,3,2,1,Loopbaan
RT112504,3,2,1,03. Dienstverband
IC266925,3,2,1,Verlof
RP902279,3,3,1,Medewerker dossier
RQ149944,3,2,1,"1. Arbeidsovereenkomst, doorstroom en ontslag"
RX818542,3,2,1,Gespreksverslagen
RO337892,3,3,1,08. Flex benefits
RQ474489,3,2,1,Archief ouder dan 01-01-2015
RW123163,3,2,1,Contracten
RQ389513,3,3,1,Loopbaan / personeelsontwikkeling
RQ705613,3,3,1,Persoonlijk
RP212376,3,1,1,Arbeidsvoorwaarden
RO407523,3,3,1,Verlof
RO328440,3,2,1,8. Personele ontwikkeling
RZ305613,3,3,1,Persoonlijk
RX538909,3,2,1,"Diploma's, certificaten en getuigschriften"
RY784975,3,3,1,Persoonlijk
RY100781,3,3,1,Arbeidsongeschiktheid
RO394897,3,2,1,Arbeidsvoorwaarden
RQ492028,3,1,1,Medewerker dossier
RO696651,3,2,1,Medewerker dossier
RW208997,3,2,1,Arbeidsovereenkomsten
RY711293,3,2,1,Arbeidsovereenkomsten
RO686797,3,2,1,Loopbaan en opleiding
RO518747,3,2,2,Medewerker dossier
RO1021417,3,1,1,02 Arbeidsovereenkomst
RW597327,3,3,1,Documenten indiensttreding
RW552725,3,2,1,Functioneren
RU743634,3,3,1,Archief t/m maart 2014
RX448466,3,1,1,Medewerker dossier
RU126719,3,3,1,Verzuimadministratie
RT187626,3,2,1,10. Declaraties
RY826636,3,3,1,Arbo en verzuim
RZ338634,3,2,1,Verzuim en reïntegratie
RV577406,3,3,1,Medewerker dossier
IC265066,3,2,1,Medewerker dossier
RZ170478,3,1,1,Beoordeling/functioneren
RY984791,3,3,1,Verlof
RQ470273,3,3,1,Loopbaan
RY906549,3,2,1,In dienst
RU126299,3,1,1,Medewerker dossier
IC251428,3,2,1,Medewerker dossier
RW862681,3,3,1,Persoonlijk
IC290362,3,1,1,Medewerker dossier
RX913345,3,3,1,Persoonlijk
RY404992,3,3,1,Contract & arbeidsvoorwaarden
RY705713,3,3,1,Functioneren
RV780603,3,1,1,Medewerker dossier
RU126487,3,2,1,Medewerker dossier
RZ286049,3,2,1,Arbo  en Verzuim
RY627443,3,2,1,Arbeidsovereenkomst
RS846997,3,2,1,Loopbaan
IC217918,3,2,1,Aanstelling
RQ512179,3,3,1,Aanstelling
RQ739510,3,2,1,Arbeidsvoorwaarden
RQ278371,3,1,1,Medewerker dossier
RX559870,2,2,1,Arbeidsvoorwaarden
RY474424,2,2,1,Salaris
RY956141,2,1,1,02.1 Arbeidsovereenkomst
RZ137929,2,2,1,Persoonlijk
RV385842,2,2,1,Arbeidsvoorwaarden
RY584726,2,2,1,Toelages
RO324342,2,2,1,Persoonlijke gegevens
RV700395,2,1,1,Persoonsgegevens
RZ128391,2,1,1,Dienstverband
RP401704,2,2,1,ID bewijs
IC126466,2,2,1,Salaris
IC216459,2,1,1,Persoonsgegevens
IC248683,2,2,1,Arbeidsvoorwaarden
UA004973,2,2,1,Persoonlijk
RY741232,2,2,1,Arbeidsvoorwaarden
IC265033,2,2,1,Werkmap
RQ680158,2,2,1,Persoonlijk
RW760754,2,2,1,Verzuim en arbo
RQ529942,2,2,1,Persoonlijk
RY405238,2,1,1,Arbeidsvoorwaarden
RZ149462,2,2,1,Salaris
RV876954,2,1,1,Medewerker dossier
RY991090,2,2,1,Medewerker dossier
RY587899,2,2,1,Dienstverband
RP238145,2,1,1,Medewerker dossier
RT371326,2,2,1,Medewerker dossier
RP482811,2,2,1,Persoonlijk
RO125195,2,2,1,3-Aanstelling
RT450717,2,2,1,09. Overig
RW785392,2,2,1,Beoordeling/functioneren
RO301458,2,2,1,Aanstelling en dienstverband
IC266924,2,1,1,Medewerker dossier
IC273794,2,2,1,Indiensttreding
RY238285,2,1,1,Medewerker dossier
RY1001872,2,1,1,Loopbaan / opleidingen
IC286233,2,2,1,Indiensttreding
RY505335,2,2,1,02 Arbeidsovereenkomst
RY298686,2,2,1,Loopbaan / personeelsontwikkeling
RO1019479,2,2,1,01 Indiensttreding
IC132360,2,2,1,Loopbaanontwikkeling
RZ216185,2,2,1,Medewerker dossier
RZ283572,2,1,1,Arbeidsvoorwaarden
IC183157,2,1,1,Medewerker dossier
RX555045,2,2,1,Persoonlijk
RX831054,2,1,1,Ontwikkeling
IC122329,2,2,2,Arbeidsvoorwaarden
RX544497,2,1,1,Opleidingen
RV693176,2,1,1,Persoonlijk
RX608133,2,1,1,3-Aanstelling
RQ502779,2,2,1,Persoonlijk
RO504794,2,1,1,Arbeidsvoorwaarden
RY787345,2,2,1,Loopbaan-/personeelsontwikkeling
RO186962,2,1,1,Prullenbak
RZ215601,2,1,1,Medewerker dossier
RX824989,2,2,1,Alle dossiers
IC197458,2,1,1,Arbeidsvoorwaarden
IC244189,2,2,1,02 Arbeidsovereenkomst
IC280409,2,1,1,Dienstverband
RX810136,2,2,1,Arbeidsvoorwaarden
RY938151,2,2,1,03 Salaris
RY871642,2,1,1,02.1 Arbeidsovereenkomst
RQ901828,2,2,1,Medewerker dossier
RY944177,2,1,1,Arbeidsvoorwaarden
RY201617,2,2,1,Verlof
IC255804,2,2,1,Medewerker dossier
RP213275,2,1,1,Medewerker dossier
RQ347557,2,1,2,Salaris
RO685688,2,2,1,Arbeidsovereenkomst
RZ215585,2,2,1,Arbo & Verzuim
RW776724,2,1,1,Medewerker dossier
IC149697,2,1,1,Arbeidsvoorwaarden
RX256259,2,2,1,Salaris
RY510292,2,1,1,Verlof
RO142172,2,1,1,Historie
RW993139,2,1,1,Dienstverbandgegevens
IC276276,2,1,1,Medewerker dossier
RY943010,2,2,1,Overeenkomsten
RY1010573,2,2,1,Arbeidsvoorwaarden
RP740280,2,1,1,Verlof
RV765770,2,2,1,Bedrijfsmiddelen
RP431568,2,2,1,1) Arbeidsovereenkomsten
RY833257,2,2,1,Medewerker dossier
IC201021,2,2,1,Salaris
RX425954,2,2,1,Medewerker dossier
RW819085,2,2,1,Medewerker dossier
RW777405,2,2,1,2. Arbeidsvoorwaarden
RX287257,2,2,1,Persoonlijk
RO1021399,2,2,1,09 Salarisdossier
RY634469,2,2,1,Salarisadministratie
RS957624,2,2,1,Arbeidscontract en -voorwaarden
RV105428,2,1,1,Persoonlijk
RX830387,2,1,1,Overeenkomsten
RO134625,2,1,1,"1. Arbeidsovereenkomst, doorstroom en ontslag"
RO308211,2,1,1,Persoonlijk
IC240466,2,1,1,Medewerker dossier
RO1019758,2,2,1,20 Dossier HRM
RW1012008,2,2,1,Persoonlijk
RY420166,2,2,1,Aanstelling en arbeidsvoorwaarden
RX632619,2,1,1,Medewerker dossier
IC255767,2,2,1,Einde dienstverband
IC284341,2,1,1,Arbeidsvoorwaarden
RW102089,2,2,1,Persoonlijk
RQ849927,2,1,1,Medewerker dossier
RS503212,2,2,1,Loopbaan / opleiding
RX790219,2,1,1,Algemeen
RZ319963,2,1,1,Medewerker dossier
IC200519,2,1,1,Medewerker dossier
RZ276054,2,2,1,Arbeidsvoorwaarden
RW790477,2,1,1,Opleidingen
RY477385,2,2,1,Verlof
RY104251,2,2,1,Verlof
RY675285,2,2,1,Persoonsgegevens
UA008227,2,2,1,Loopbaan
RO407843,2,2,1,Overig
IC167376,2,1,1,Medewerker dossier
RO1021315,2,1,1,04 Beoordelen en functioneren
RY530625,2,1,1,07 Verlof
RP643204,2,2,1,Persoonlijk
RQ423463,2,2,1,Arbeidsvoorwaarden
RQ747227,2,1,1,Loopbaan en ontwikkeling
RU731199,2,1,1,Medewerker dossier
RO1029641,2,1,1,02 Arbeidsovereenkomst
RX507155,2,1,1,Medewerker dossier
RY1002600,2,2,1,Verzuim
RW103167,2,2,1,Arbeidsvoorwaarden
IC217721,2,1,1,Medewerker dossier
RQ470030,2,2,1,Medewerker dossier
RX868382,2,2,1,Medewerker dossier
RX766632,2,1,1,Verstreken bewaartermijn
IC251325,2,2,1,In- en uitdienst
IC287746,2,1,1,Medewerker dossier
RY862623,2,2,1,Prullenbak
RZ277952,2,1,1,Medewerker dossier
IC229737,2,1,1,Medewerker dossier
RS786410,2,1,1,Arbeidsvoorwaarden
RZ284430,2,2,1,Persoonlijk
RO348018,2,2,1,Overig
RU739030,2,2,1,"Salaris, pensioen en verzekeringen"
RZ291188,2,2,1,Persoonlijke gegevens
RV742167,2,1,1,Aanstelling en Rechtspositie
RP238095,2,2,1,Persoonlijk
RP663817,2,1,1,Medewerker dossier
RQ531755,2,2,1,Persoonlijk
RO654456,2,2,1,Flexibele arbeidsvoorwaarden
IC254000,2,2,1,Dienstverband
RQ489394,2,1,1,Medewerker dossier
IC294426,2,1,1,Persoonlijk
RY893636,2,2,1,Salaris
RV486139,2,2,1,Medewerker dossier
RY866789,2,2,1,Medewerker dossier
RX787221,2,2,1,Persoonlijk
RX207913,2,1,1,Contract & arbeidsvoorwaarden
RO475630,2,2,1,Loopbaan / opleidingen
RV814725,2,2,1,Arbeidsvoorwaarden
RQ296022,2,1,1,In- en uitdienst
RQ517195,2,1,1,Medewerker dossier
RX777897,2,1,1,Medewerker dossier
RY451850,2,2,1,Arbeidsovereenkomst
RY582461,2,1,1,Arbeidsvoorwaarden
RP289340,2,1,1,01. Dienstverband
RO214306,2,2,1,Medewerker dossier
RX775227,2,2,1,Arbeidsvoorwaarden
IC279593,2,1,1,Arbeidsvoorwaarden
IC143112,2,2,1,Arbeidsvoorwaarden
IC150801,2,1,1,Gespreksverslagen
RY858835,2,2,1,05 Verlof
RY861344,2,2,1,Arbeidsvoorwaarden
IC240256,2,2,1,Medewerker dossier
RQ913979,2,2,1,Persoonlijk
IC289762,2,1,1,Verlof
RZ170376,2,2,1,Medewerker dossier
RW660336,2,2,1,Persoonlijk
UA008499,2,1,1,Arbeidsvoorwaarden
RO1019627,2,2,1,"06 Opleiding, loopbaan en mobiliteit"
RV922445,2,2,1,Medewerker dossier
IC218009,2,1,1,Medewerker dossier
RV905389,2,1,1,"1. Arbeidsovereenkomst, doorstroom en ontslag"
RW524874,2,2,1,Persoonlijk
RZ278551,2,2,1,Arbeidsvoorwaarden/belonen
RY197308,2,1,1,Persoonlijk
RO1019677,2,2,2,07 Verzuim
RX381947,2,2,1,Persoonlijk
RS820875,2,1,1,Arbeidsvoorwaarden
RZ261585,2,2,1,Arbeidsvoorwaarden
RZ277924,2,2,1,Persoonlijk
IC226766,2,2,1,Dienstongeval / Beroepsziekte
RY141651,2,2,1,Persoonlijk
RY665171,2,1,1,Medewerker dossier
RY274822,2,2,1,Salaris
RX843786,2,1,1,Arbeidsovereenkomsten
IC258587,2,1,1,Medewerker dossier
RY101517,2,2,1,Medewerker dossier
RO975014,2,1,1,Declaraties
RX360703,2,2,1,Persoonsgegevens
RO716618,2,1,1,Arbeidsvoorwaarden
RY236870,2,1,1,Medewerker dossier
RY304152,2,2,1,Vergoedingen/toelagen
IC248447,2,1,1,Medewerker dossier
RX380097,2,2,1,Salaris
RZ351548,2,2,1,Persoonlijk
RX333405,2,2,2,Disciplinaire Maatregel
IC246873,2,1,1,Salaris
UA005081,2,2,1,Loopbaan / personeelsontwikkeling
RZ149789,2,1,1,Medewerker dossier
RX270055,2,1,1,Arbeidsvoorwaarden
RP157921,2,2,1,Persoonsgegevens
RW752126,2,1,1,5. Verlof
RY285578,2,2,1,Persoonlijk
IC294039,2,2,1,Verlof
RX809556,2,1,1,Medewerker dossier
RP875865,2,1,1,Medewerker dossier
RY968193,2,2,1,02.1 Arbeidsovereenkomst
RX826278,2,1,1,Medewerker dossier
RZ169911,2,1,1,Medewerker dossier
RV337602,2,1,1,Personeelsdossier
RX720937,2,2,1,"Salaris, Salaristoelagen en Vergoedingen"
IC284275,2,2,1,Importverslagen
RY745695,2,2,1,Algemeen
RO186019,2,2,1,Persoonlijk
RP823115,2,1,1,Contracten / Arbeidsvoorwaarden
RW562934,2,1,1,Medewerker dossier
RV807443,2,2,1,Arbeidsvoorwaarden
RU689690,2,1,1,Opleiding loopbaan Persoonlijke ontwikkeling
RW853258,2,1,1,04. Verlof
RY527317,2,1,2,Medewerker dossier
IC286773,2,1,1,Medewerker dossier
RV741822,2,1,1,"1. Arbeidsovereenkomst, doorstroom en ontslag"
RQ849004,2,1,1,Medewerker dossier
RZ249676,2,1,1,Arbeidsvoorwaarden
RV337825,2,2,1,Persoonsgegevens
IC287882,2,2,1,Verstreken bewaartermijn
RY151948,2,1,1,Medewerker dossier
RY784601,2,1,1,Aanstelling en Rechtspositie
RY279666,2,1,1,Persoonsgegevens
RY1003248,2,2,1,Juridische zaken
RO348363,2,1,1,Arbeidsvoorwaarden
IC209471,2,2,1,Sollicitatie
RQ517657,2,1,1,Medewerker dossier
IC253790,2,2,1,Contracten/aov
RW893295,2,1,1,Arbeidsvoorwaarden
RX474916,2,2,1,Medewerker dossier
IC294231,2,2,1,Medewerker dossier
RP132143,2,1,1,Arbeidsvoorwaarden
RT318605,2,2,1,Leerdossier
RZ316847,2,2,1,Medewerker dossier
RQ490081,2,2,1,Persoonlijk
RY301834,2,2,1,Arbeidsvoorwaarden
RX210036,2,2,1,Indiensttreding
RY784629,2,1,1,Medewerker dossier
RW831728,2,1,1,Diploma / Certificaat / Getuigschrift
RY535701,2,2,1,Arbeidsovereenkomst
RZ287770,2,2,1,Functionering
RY155897,2,2,1,Medewerker dossier
RX586195,2,2,1,Functiewaardering
RX220684,2,2,1,Functie en ontwikkeling
RZ283922,2,1,1,Medewerker dossier
RY963937,2,2,1,Medewerker dossier
RY658280,2,2,1,02 Arbeidsovereenkomst
RO810775,2,2,1,Dienstverband
RP150979,2,2,1,Persoonlijk
RW816215,2,1,1,Medewerker dossier
RY831077,2,1,1,Dienstverband
IC288986,2,1,1,Medewerker dossier
RV338500,2,2,1,Arbeidsvoorwaarden
RP385289,2,2,1,Persoonsgegevens
RS815321,2,1,1,Medewerker dossier
RV446344,2,1,1,Medewerker dossier
RO488558,2,2,1,Scholing/studieaanvragen
RZ178730,2,2,1,Nog te verplaatsen documenten
RQ591794,2,2,1,Arbeidsvoorwaarden
RO216532,2,1,1,Opleiding
RQ795143,2,2,1,Verlof
RP315636,2,1,1,Opleiding
RS834205,2,2,1,Medewerker dossier
IC200792,2,2,2,Importopdrachten
RX641314,2,1,1,Arbeidsvoorwaarden
RY952001,2,2,1,Inhuur
RT188241,2,1,1,Medewerker dossier
RX254854,2,1,1,Primaire arbeidsvoorwaarden
RZ265699,2,1,1,Persoonsgegevens
RZ168789,2,2,2,Persoonlijk
RY706282,2,2,1,Beoordeling/functioneren
RY645178,2,1,1,Medewerker dossier
RP227683,2,2,1,Verlof
IC240837,2,1,1,Medewerker dossier
RO522721,2,2,2,Arbeidsvoorwaarden
RU339283,2,2,1,Arbeidsvoorwaarden
IC290375,2,2,1,Persoonlijk
IC174359,2,1,1,2. Arbeidsovereenkomst/ arbeidsvoorwaarden
RO303139,2,1,2,Loopbaan / personeelsontwikkeling
RY584954,2,2,2,Persoonlijke ontwikkeling
RQ411322,2,2,1,Functie en ontwikkeling
RX187328,2,2,1,Loopbaan en opleiding
RW930336,2,1,1,Alle dossiers
RO598147,2,2,1,Medewerker dossier
RT443990,2,2,2,Verlof
IC253804,2,2,2,Loopbaan
RW767555,2,1,1,Personalia
RW911691,2,1,1,Prullenbak
RX349699,2,1,1,Dienstverband
RY862427,2,2,1,09.1 Ontslag
RO956975,1,1,1,Prullenbak
RZ324515,1,1,1,06.1 UWV
RO389284,1,1,1,Personalia
RZ282937,1,1,1,Medewerker dossier
RX215808,1,1,1,Gespreksverslag
RY704414,1,1,1,Medewerker dossier
UA007344,1,1,1,Arbeidsovereenkomst
RP152718,1,1,1,Persoonsgegevens
RY476361,1,1,1,Persoonsgegevens
RX606948,1,1,1,Medewerker dossier
RY100437,1,1,1,Verzuim
RO1030524,1,1,1,05 Verlof
RX874647,1,1,1,Arbo
RQ298676,1,1,1,Medewerker dossier
IC235204,1,1,1,Dienstverbanden
RO398329,1,1,1,Medewerker dossier
RO393374,1,1,1,Persoonlijke gegevens
RY943594,1,1,1,Salaris
RQ627874,1,1,1,Medewerker dossier
RY409365,1,1,1,"Verlof, Verzuim en Arbo"
RW103637,1,1,1,Medewerker dossier
RV959076,1,1,1,Arbeidsvoorwaarden
RU281889,1,1,1,Medewerker dossier
RX469654,1,1,1,Medewerker dossier
RO944558,1,1,1,Medewerker dossier
IC151721,1,1,1,Arbeidsovereenkomsten
RY861676,1,1,1,Overige flexibele arbeidsvoorwaarden
RZ216797,1,1,1,Persoonlijk
IC257460,1,1,1,Arbeidsvoorwaarden
RY208194,1,1,1,Arbeidsvoorwaarden
RY820650,1,1,1,Persoonlijk
RV924824,1,1,1,Persoonsgegevens
RS823841,1,1,1,Arbeidsovereenkomst
RY537714,1,1,1,Jaargesprekken en Functioneren
RX766109,1,1,1,In dienst
RP767756,1,1,1,Medewerker dossier
RQ457420,1,1,1,Salaris
RZ143777,1,1,1,Arbo en Verzuim
RV595034,1,1,1,Verzuim
RV670283,1,1,1,Persoonlijk
RT936323,1,1,1,Arbeidsvoorwaarden
RZ250145,1,1,1,Persoonlijk
RY580038,1,1,1,Medewerker dossier
RY1003255,1,1,1,Arbeidsvoorwaarden
IC258466,1,1,1,Salaris
IC217964,1,1,1,Inzetbaarheid
IC262849,1,1,1,Prullenbak
RY548714,1,1,1,Medewerker dossier
RX290616,1,1,1,Loopbaan / persoonlijke ontwikkeling
RV883854,1,1,1,Persoonlijk
RY953347,1,1,1,- Contracten
RY751122,1,1,1,Verlof
RY940261,1,1,1,Arbeidsvoorwaarden
RO1021558,1,1,1,08 Pensioenen en Verzekeringen
RX680407,1,1,1,Persoonsgegevens
RO828667,1,1,1,Persoonlijk
RS820670,1,1,1,Loopbaan / personeelsontwikkeling
RY951577,1,1,1,Persoonsgegevens
RP190893,1,1,1,Arbeidsovereenkomst
RO431835,1,1,1,Medewerker dossier
RP119375,1,1,1,Personeelsdossier
RT932044,1,1,1,Dienstverband
RY965234,1,1,1,Salaris
UA009095,1,1,1,Alle dossiers
RZ148329,1,1,1,Personalia
RX484937,1,1,1,Loopbaan / personeelsontwikkeling
RY966344,1,1,1,02.2 Functiebeschrijving
RY1001814,1,1,1,Arbeidsvoorwaarden
RY663738,1,1,1,Persoonlijk
RX357117,1,1,1,Arbeidsovereenkomst
RX329730,1,1,1,Dienstverband
RY967472,1,1,1,02.1 Arbeidsovereenkomst
RZ305639,1,1,1,Loopbaan / personeelsontwikkeling
RZ350877,1,1,1,Medewerker dossier
IC269551,1,1,1,Studie
IC204028,1,1,1,Einde dienstverband
RV440165,1,1,1,3. Loopbaan en Pers. ontwikkeling
RY1010570,1,1,1,Overeenkomsten
IC253798,1,1,1,Aanstelling
RO393753,1,1,1,Medewerker dossier
RY992521,1,1,1,02.1 Arbeidsovereenkomst
RU125913,1,1,1,Indiensttreding regulier
RO523829,1,1,1,Prullenbak
RX170081,1,1,1,Aanstelling en benoeming
RO1005139,1,1,1,Opleidingen
RY835181,1,1,1,Verlof & verzuim
RY965116,1,1,1,Einde arbeidsovereenkomst
RW939688,1,1,1,Opleiden
UA008466,1,1,1,Verzuim
RY654788,1,1,1,Verlof
RU316313,1,1,1,01. Dienstverband
IC286143,1,1,1,Medewerker dossier
RY900510,1,1,1,Persoonlijk
RQ456161,1,1,1,Persoonlijk
RX808619,1,1,1,Medewerker dossier
RQ522825,1,1,1,Medewerker dossier
IC294650,1,1,1,Arbeidsovereenkomst
RU632735,1,1,1,5. Gespreksverslagen
RQ514961,1,1,1,Medewerker dossier
RW547905,1,1,1,Ziekte- en verzuim
RX635956,1,1,1,Verlof
RY442235,1,1,1,Beoordeling/functioneren
UA009630,1,1,1,Medewerker dossier
RY949735,1,1,1,Persoonsgegevens
RQ901634,1,1,1,Medewerker dossier
RX825614,1,1,1,Bevoegdheid
RY998665,1,1,1,Verlof
RO523714,1,1,1,Medewerker dossier
RZ207249,1,1,1,Medewerker dossier
UA008095,1,1,1,Persoonlijk
RY1005352,1,1,1,Persoonlijk
RW674582,1,1,1,Persoonlijk
RO989344,1,1,1,Dienstverbanden
UA011866,1,1,1,Loopbaan
IC287694,1,1,1,07 Verzuim
RY741701,1,1,1,Prullenbak
RQ745227,1,1,1,Verzuim
RW585438,1,1,1,Medewerker dossier
RY953257,1,1,1,01. Dienstverband
IC290747,1,1,1,Persoonlijk
RY450501,1,1,1,Persoonsgegevens
RY851411,1,1,1,Medewerker dossier
RX824169,1,1,1,Medewerker dossier
UA010616,1,1,1,Persoonlijk
RY234857,1,1,1,Persoonlijke gegevens
RT392619,1,1,1,Functie en Functioneren
RY641767,1,1,1,Arbeidsovereenkomst
RO123675,1,1,1,"1. Arbeidsovereenkomst, doorstroom en ontslag"
RO760205,1,1,1,Indiensttreding
RV617203,1,1,1,Persoonlijk
RP731940,1,1,1,Arbeidsvoorwaarden
RY654323,1,1,1,Medewerker dossier
IC217959,1,1,1,Medewerker dossier
IC120249,1,1,1,Arbeidsvoorwaarden
RS710001,1,1,1,Persoonlijk functioneren
RO681110,1,1,1,Arbeidsovereenkomst
RZ174680,1,1,1,Loopbaan
RY895064,1,1,1,Loopbaanontwikkeling
RY421632,1,1,1,Persoonlijk
RQ622926,1,1,1,Medewerker dossier
RQ886184,1,1,1,Dienstverband
RW928699,1,1,1,Arbeidsovereenkomsten
RO518911,1,1,1,Arbeidsvoorwaarden
RQ485864,1,1,1,Medewerker dossier
RZ278014,1,1,1,Arbeidsvoorwaarden
RQ118216,1,1,1,Arbeidsvoorwaarden
RW963326,1,1,1,Verlof
RX682797,1,1,1,Salarisadministratie
RP767758,1,1,1,Persoonsgegevens
RS446494,1,1,1,Persoonlijk
RS463959,1,1,1,Waarderingsbeleid
IC294809,1,1,1,Medewerker dossier
RY988596,1,1,1,03.1 Salaris
RZ146489,1,1,1,Verzuim
IC235694,1,1,1,Medewerker dossier
RX809906,1,1,1,Overeenkomsten
RV435476,1,1,1,Medewerker dossier
RV526084,1,1,1,Persoonsgegevens
RZ282753,1,1,1,3. Loopbaan en Pers. ontwikkeling
RX665703,1,1,1,Persoonsgegevens
RZ325537,1,1,1,Arbeidsvoorwaarden
RV436658,1,1,1,Persoonlijk
RQ488764,1,1,1,Archief ouder dan 01-01-2015
RX329732,1,1,1,Medewerker dossier
RQ512186,1,1,1,Aanstelling
RP289140,1,1,1,01. Dienstverband
RY285814,1,1,1,Loopbaan en opleiding
RZ245167,1,1,1,Arbeidsovereenkomst en -voorwaarden mdw in loondie
RX917645,1,1,1,Medewerker dossier
IC113383,1,1,1,Verlof
IC212486,1,1,1,Verlof
RQ278449,1,1,1,Medewerker dossier
RY508805,1,1,1,Arbeidsvoorwaarden
RP120188,1,1,1,Verlof
RW104022,1,1,1,Persoonlijk
RX481322,1,1,1,Arbeidsovereenkomst
RY533611,1,1,1,Persoonlijk
IC261248,1,1,1,Arbeidsovereenkomst
IC138715,1,1,1,Salaris
RY1002196,1,1,1,Persoonlijk
RU124830,1,1,1,Medewerker dossier
RY112019,1,1,1,Medewerker dossier
RO598082,1,1,1,Persoonlijk
UA006478,1,1,1,Medewerker dossier
RV628399,1,1,1,Loopbaan
RY900569,1,1,1,Medewerker dossier
RP822253,1,1,1,Arbeidsjuridische zaken
RQ479220,1,1,1,Aanstelling
RP208704,1,1,1,Loopbaan / personeelsontwikkeling
RP774495,1,1,1,Opleiding en ontwikkeling
RZ100643,1,1,1,Persoonsgegevens
RY407485,1,1,1,Verzuim
IC250902,1,1,1,Arbeidsvoorwaarden
RY988516,1,1,1,02 Arbeidsovereenkomst
IC134437,1,1,1,Medewerker dossier
RP212245,1,1,1,Opleiding
RO393597,1,1,1,Medewerker dossier
RY186624,1,1,1,Arbeidsvoorwaarden
RZ168334,1,1,1,07 Verzuim
UA009623,1,1,1,Overige
RQ487319,1,1,1,Medewerker dossier
RQ518881,1,1,1,Inzetbaarheid
RZ252116,1,1,1,Contracten
RP462653,1,1,1,Arbeidsvoorwaarden
RY967418,1,1,1,05.3 Opleidingen
RY942764,1,1,1,Verstreken bewaartermijn
RW974254,1,1,1,Persoonlijk
RO984546,1,1,1,Persoonlijk
RY138047,1,1,1,Medewerker dossier
RP179685,1,1,1,Persoonlijk
RY943250,1,1,1,03. Gesprekscyclus
RO660364,1,1,1,Functioneren
RV762453,1,1,1,Sollicitatie
RO706343,1,1,1,Persoonlijk
RY868148,1,1,1,Persoonlijk
RY579433,1,1,1,Persoonlijk
RY474538,1,1,1,Functioneren en ontwikkeling
RY1008581,1,1,1,Functie en  functioneren
RY652796,1,1,1,Verzuim
RY990145,1,1,1,03.3 Speciale arbeidsvoorwaarden
RY599162,1,1,1,Medewerker dossier
RY474636,1,1,1,Jaargesprekken en Functioneren
