user_id,total_sort_actions,different_fields_used,different_combinations_used,days_active_sorting,most_used_field,preferred_direction
RQ461638,5,1,1,1,ingangsDatum,DESC
RY504145,5,1,1,1,ingangsDatum,DESC
RY419700,5,1,1,1,ingangsDatum,DESC
RY822481,5,1,1,1,ingangsDatum,DESC
RP767756,5,1,1,1,ingangsDatum,DESC
UA004089,5,1,1,2,ingangsDatum,DESC
RV673105,5,1,1,1,ingangsDatum,DESC
UA000238,5,1,1,1,ingangsDatum,DESC
RO616568,5,1,1,3,documentOmschrijving,ASC
RX813772,5,1,1,1,ingangsDatum,DESC
RO858855,5,1,1,2,ingangsDatum,ASC
RY459838,5,1,1,1,ingangsDatum,DESC
RX558567,5,1,1,1,ingangsDatum,DESC
RP369652,5,1,1,1,ingangsDatum,DESC
RZ182032,5,1,1,1,ingangsDatum,DESC
RW151735,5,1,1,1,ingangsDatum,DESC
RY417173,5,1,1,1,ingangsDatum,DESC
RS644330,5,1,1,1,ingangsDatum,DESC
RY581546,5,1,1,3,ingangsDatum,DESC
RO517885,5,1,1,3,ingangsDatum,DESC
RZ141708,5,1,1,1,ingangsDatum,DESC
RO721916,5,1,1,2,ingangsDatum,DESC
RQ462216,5,1,1,1,documentDateModified,DESC
RY301834,5,1,1,2,ingangsDatum,DESC
RU354108,5,1,1,2,ingangsDatum,DESC
RT185686,5,1,1,3,documentDateModified,DESC
RQ487233,5,1,1,1,documentDateModified,DESC
RU123564,5,1,1,1,ingangsDatum,DESC
RO857996,5,1,1,1,ingangsDatum,DESC
IC263375,5,1,1,1,documentDateModified,DESC
RZ351432,5,1,1,1,ingangsDatum,DESC
RY781333,5,1,1,1,ingangsDatum,DESC
IC285447,5,1,1,2,ingangsDatum,DESC
RV714894,5,1,1,1,ingangsDatum,DESC
RX246492,5,1,1,1,ingangsDatum,DESC
IC283297,5,1,1,2,ingangsDatum,DESC
RP274999,5,1,1,1,ingangsDatum,DESC
RY588333,5,1,2,2,ingangsDatum,DESC
UA011866,5,1,1,3,ingangsDatum,DESC
RS758751,5,1,1,1,ingangsDatum,DESC
RY300406,5,1,1,1,ingangsDatum,DESC
RW726112,5,1,1,1,ingangsDatum,DESC
RS437869,5,1,1,1,ingangsDatum,DESC
RY1002028,5,1,1,4,documentDispositionDate,ASC
IC242901,5,1,1,1,ingangsDatum,DESC
RQ487319,5,1,1,1,ingangsDatum,DESC
RY249300,5,1,1,2,ingangsDatum,DESC
RW633321,5,1,1,2,ingangsDatum,DESC
RY156289,5,1,1,1,ingangsDatum,DESC
RO303147,5,1,1,3,ingangsDatum,DESC
RY375568,5,1,1,2,ingangsDatum,DESC
RS770182,5,1,1,1,ingangsDatum,DESC
RV477456,5,1,1,1,ingangsDatum,DESC
RX488971,5,1,1,1,ingangsDatum,DESC
RY934141,5,1,1,1,ingangsDatum,DESC
IC236800,5,1,1,3,ingangsDatum,DESC
RQ517031,5,1,2,2,ingangsDatum,ASC
RY457697,5,1,1,2,ingangsDatum,DESC
RO519120,5,1,1,1,ingangsDatum,DESC
RU132028,5,1,1,3,documentOmschrijving,ASC
RZ313827,5,1,2,1,ingangsDatum,DESC
RY990628,5,1,1,1,ingangsDatum,DESC
IC255298,5,1,1,1,ingangsDatum,DESC
RY743443,5,1,1,2,ingangsDatum,DESC
RY866788,5,1,1,2,ingangsDatum,DESC
RY942764,5,1,1,2,ingangsDatum,DESC
RZ351577,5,1,1,1,ingangsDatum,DESC
RY938156,5,1,1,1,ingangsDatum,DESC
RY542759,5,1,1,1,ingangsDatum,DESC
RX942278,5,1,1,1,documentOmschrijving,ASC
IC184383,5,1,1,1,documentDateModified,DESC
RO626997,5,1,1,1,documentDateModified,DESC
RY984803,5,1,1,1,ingangsDatum,DESC
RY943372,5,1,1,2,ingangsDatum,DESC
RZ134235,5,1,1,1,ingangsDatum,DESC
RX914822,5,1,1,1,ingangsDatum,ASC
RO987901,5,1,1,1,ingangsDatum,DESC
RV806276,5,1,1,1,ingangsDatum,DESC
RQ513564,5,1,1,1,ingangsDatum,DESC
RZ285278,5,1,2,1,documentOmschrijving,ASC
RY705514,5,1,1,1,documentDateModified,DESC
RZ213731,5,1,1,1,ingangsDatum,DESC
IC294601,5,2,2,3,ingangsDatum,DESC
RP659148,5,1,1,1,ingangsDatum,DESC
RO813418,5,1,1,3,documentOmschrijving,ASC
RY156119,5,1,1,3,ingangsDatum,DESC
RO675880,5,1,1,3,ingangsDatum,ASC
RY182481,5,2,4,2,documentOmschrijving,ASC
RV513252,5,1,1,2,ingangsDatum,DESC
RT996202,5,1,1,1,ingangsDatum,DESC
IC294735,5,1,1,1,ingangsDatum,DESC
RV866280,5,1,1,1,ingangsDatum,DESC
RV453488,5,1,1,2,ingangsDatum,DESC
RV681612,5,1,1,1,ingangsDatum,DESC
IC220462,5,1,1,1,ingangsDatum,DESC
RV338500,5,1,1,3,ingangsDatum,DESC
RO985855,5,1,1,2,ingangsDatum,DESC
RS110429,5,1,1,1,ingangsDatum,DESC
RS820155,5,1,1,2,ingangsDatum,DESC
RV661001,5,1,1,2,ingangsDatum,DESC
RO986282,5,1,1,1,ingangsDatum,DESC
RO398329,5,1,1,2,ingangsDatum,DESC
RU132360,5,1,1,2,ingangsDatum,DESC
RY929436,5,1,1,1,ingangsDatum,DESC
RO303187,5,1,1,2,ingangsDatum,DESC
RS509414,5,1,1,1,ingangsDatum,DESC
RW840526,5,1,1,1,ingangsDatum,ASC
RQ520246,5,1,1,1,ingangsDatum,DESC
UA009999,5,1,1,1,ingangsDatum,DESC
RT187626,5,1,1,2,ingangsDatum,DESC
RW767586,5,1,1,2,ingangsDatum,DESC
RY510214,5,1,1,1,ingangsDatum,DESC
RY675248,5,1,1,1,ingangsDatum,DESC
RT948326,5,1,1,1,ingangsDatum,DESC
UA005379,5,1,1,1,ingangsDatum,DESC
RY510766,5,1,1,1,ingangsDatum,DESC
RX635425,5,1,1,1,ingangsDatum,DESC
RO989134,5,1,1,1,documentAnnotated,ASC
RW102089,5,1,1,2,ingangsDatum,DESC
RY372423,5,1,1,1,ingangsDatum,DESC
RO673924,5,1,1,1,ingangsDatum,DESC
RZ242309,5,1,1,1,ingangsDatum,DESC
RW758545,5,1,1,2,ingangsDatum,DESC
RX279036,5,1,1,1,ingangsDatum,DESC
RX749394,5,1,1,3,ingangsDatum,DESC
IC217184,5,1,1,2,ingangsDatum,DESC
RO944521,5,1,1,2,ingangsDatum,DESC
UA004116,5,1,1,2,documentDateModified,DESC
RV661323,5,1,1,2,ingangsDatum,DESC
RU739030,5,1,1,2,ingangsDatum,DESC
RW847315,5,1,1,3,ingangsDatum,DESC
RP892619,5,1,2,2,ingangsDatum,DESC
IC258246,5,1,1,2,ingangsDatum,DESC
RV760235,5,1,1,2,ingangsDatum,DESC
IC270715,5,1,1,1,jobDateSubmitted,DESC
RQ946481,5,1,1,2,documentAnnotated,ASC
RZ256978,5,2,3,2,ingangsDatum,ASC
RO732022,5,1,1,1,ingangsDatum,DESC
RX828120,5,1,1,2,ingangsDatum,DESC
IC235747,5,1,1,1,ingangsDatum,DESC
IC254791,5,1,1,1,ingangsDatum,DESC
RO603741,5,1,1,1,ingangsDatum,DESC
RZ220986,5,1,1,1,ingangsDatum,DESC
IC231263,5,1,1,1,ingangsDatum,DESC
RT457513,5,1,1,2,ingangsDatum,DESC
RY741994,5,1,1,2,ingangsDatum,DESC
RX681590,5,1,1,2,ingangsDatum,DESC
IC266634,5,1,1,3,ingangsDatum,ASC
IC215565,5,2,3,1,ingangsDatum,ASC
RO943998,5,1,1,2,ingangsDatum,DESC
RX295461,5,2,2,1,ingangsDatum,DESC
RY527131,5,3,3,1,ingangsDatum,DESC
RY502065,5,1,1,3,ingangsDatum,DESC
RZ269236,5,1,1,3,ingangsDatum,DESC
IC143764,5,1,1,1,ingangsDatum,DESC
IC137554,5,1,1,2,ingangsDatum,DESC
RW635268,5,1,1,1,ingangsDatum,DESC
RO517995,5,1,1,1,ingangsDatum,DESC
RY100437,5,1,1,2,ingangsDatum,DESC
RY440532,5,1,1,1,ingangsDatum,DESC
RX887063,5,1,1,1,ingangsDatum,DESC
UA004623,5,1,1,2,ingangsDatum,DESC
UA009936,5,1,1,2,ingangsDatum,DESC
RP808608,5,1,1,2,ingangsDatum,DESC
IC228391,5,1,1,2,ingangsDatum,DESC
IC197463,4,1,1,1,ingangsDatum,DESC
IC265034,4,1,1,3,ingangsDatum,ASC
RY863697,4,1,1,1,ingangsDatum,DESC
UA008194,4,1,1,2,documentDateModified,DESC
RZ203167,4,1,1,1,ingangsDatum,DESC
RO632674,4,1,1,1,ingangsDatum,DESC
RY451850,4,1,1,1,ingangsDatum,DESC
RO323576,4,1,1,1,ingangsDatum,DESC
RX701521,4,2,3,1,ingangsDatum,DESC
RO767476,4,1,1,1,ingangsDatum,DESC
RO828667,4,1,1,2,ingangsDatum,DESC
RV628399,4,1,1,1,ingangsDatum,DESC
IC192633,4,1,1,2,documentDateModified,DESC
RY440315,4,2,3,2,ingangsDatum,DESC
UA007669,4,1,1,2,ingangsDatum,DESC
RV414427,4,1,1,3,ingangsDatum,ASC
IC272598,4,1,1,2,ingangsDatum,DESC
UA009095,4,1,1,2,ingangsDatum,DESC
UA009646,4,1,1,1,ingangsDatum,DESC
RV648028,4,1,1,2,ingangsDatum,DESC
RY786892,4,1,1,1,ingangsDatum,DESC
RQ489939,4,1,1,1,ingangsDatum,DESC
RT443982,4,1,1,2,ingangsDatum,DESC
RU122137,4,1,1,1,documentDateModified,DESC
RT186598,4,1,1,1,ingangsDatum,DESC
RO311080,4,1,1,3,ingangsDatum,DESC
RO674520,4,1,1,2,ingangsDatum,DESC
RY1008475,4,1,1,1,ingangsDatum,DESC
RX559600,4,2,3,2,ingangsDatum,DESC
RP292231,4,1,1,1,ingangsDatum,DESC
RV916009,4,1,1,2,ingangsDatum,DESC
RP213523,4,1,1,2,ingangsDatum,DESC
RZ251193,4,1,1,1,ingangsDatum,DESC
RZ208871,4,1,1,1,ingangsDatum,DESC
RO707341,4,1,1,2,documentOmschrijving,ASC
UA004382,4,1,1,1,documentOmschrijving,ASC
IC223100,4,1,1,2,ingangsDatum,DESC
RX269309,4,1,1,1,ingangsDatum,ASC
RY861366,4,1,1,2,ingangsDatum,DESC
RV767367,4,1,1,1,ingangsDatum,ASC
RX473516,4,1,1,2,ingangsDatum,DESC
RX456815,4,1,1,1,ingangsDatum,DESC
RX609126,4,1,1,1,ingangsDatum,DESC
RY893914,4,1,1,1,ingangsDatum,DESC
RY991090,4,1,1,1,ingangsDatum,DESC
RZ208963,4,1,1,1,ingangsDatum,DESC
RT309943,4,1,1,1,ingangsDatum,DESC
RP366003,4,1,1,1,ingangsDatum,DESC
UA007547,4,1,1,2,ingangsDatum,DESC
RY828390,4,1,1,1,ingangsDatum,DESC
IC284953,4,1,1,2,ingangsDatum,DESC
RW794338,4,1,1,1,ingangsDatum,DESC
RX825350,4,1,1,2,bijzonder,ASC
RP774356,4,1,1,4,ingangsDatum,DESC
IC261999,4,1,1,4,ingangsDatum,DESC
RX510086,4,1,1,2,ingangsDatum,DESC
RO503117,4,1,1,1,ingangsDatum,DESC
RO675410,4,1,1,1,ingangsDatum,ASC
RO623406,4,1,1,2,ingangsDatum,DESC
RO986285,4,1,1,1,ingangsDatum,DESC
RW925747,4,1,1,1,ingangsDatum,DESC
RX480889,4,1,1,2,ingangsDatum,DESC
RV668722,4,1,1,1,ingangsDatum,DESC
RQ515988,4,1,1,1,ingangsDatum,DESC
RY908502,4,1,1,2,ingangsDatum,DESC
RT114823,4,1,1,1,ingangsDatum,DESC
RW209679,4,1,1,3,ingangsDatum,DESC
RZ284078,4,1,1,1,ingangsDatum,DESC
IC286481,4,1,1,1,ingangsDatum,DESC
IC209356,4,1,1,1,ingangsDatum,DESC
RW963167,4,1,1,1,ingangsDatum,DESC
RU102566,4,1,1,1,ingangsDatum,DESC
RZ275397,4,1,1,1,documentDateModified,ASC
RW766073,4,1,1,1,ingangsDatum,DESC
RO308763,4,1,1,1,ingangsDatum,DESC
RP883409,4,1,1,1,ingangsDatum,DESC
RT128496,4,1,1,1,documentAnnotated,ASC
RY588525,4,1,1,2,ingangsDatum,DESC
RX543910,4,1,1,2,ingangsDatum,DESC
RY727963,4,1,1,1,ingangsDatum,DESC
RZ244961,4,1,1,1,ingangsDatum,DESC
RO867945,4,1,1,1,ingangsDatum,DESC
RZ248347,4,1,1,2,ingangsDatum,DESC
IC109488,4,1,1,3,ingangsDatum,DESC
RV376161,4,1,1,1,ingangsDatum,DESC
RY299637,4,1,1,2,ingangsDatum,DESC
RU498895,4,1,1,2,ingangsDatum,DESC
RO519475,4,1,1,1,ingangsDatum,DESC
RX371323,4,1,1,2,ingangsDatum,DESC
RY503916,4,1,1,1,ingangsDatum,DESC
UA010703,4,1,1,1,ingangsDatum,DESC
RY1002471,4,1,1,2,ingangsDatum,DESC
RO213791,4,1,1,2,ingangsDatum,DESC
IC256752,4,1,1,1,ingangsDatum,DESC
RO517709,4,1,1,1,ingangsDatum,DESC
RO308211,4,1,1,2,ingangsDatum,DESC
RY963239,4,1,1,2,ingangsDatum,DESC
RT319951,4,1,1,1,ingangsDatum,DESC
RY1006271,4,1,1,1,ingangsDatum,DESC
RZ264168,4,1,1,2,ingangsDatum,ASC
RP212245,4,1,1,2,ingangsDatum,DESC
RX764381,4,1,1,1,ingangsDatum,DESC
RV660030,4,1,1,1,documentDateModified,DESC
IC219268,4,1,1,1,ingangsDatum,DESC
RW180346,4,1,1,2,ingangsDatum,DESC
RY728210,4,1,1,2,ingangsDatum,DESC
RZ144441,4,1,1,1,ingangsDatum,DESC
RY622155,4,1,1,1,ingangsDatum,DESC
RY654323,4,2,3,1,ingangsDatum,ASC
RY969390,4,1,1,2,ingangsDatum,DESC
RX274096,4,1,1,2,ingangsDatum,DESC
RQ541318,4,1,1,1,ingangsDatum,DESC
RQ494091,4,1,1,1,documentDateModified,DESC
IC109489,4,1,1,2,ingangsDatum,DESC
RO729671,4,1,1,2,documentDateModified,DESC
IC122569,4,1,1,3,ingangsDatum,DESC
RZ284344,4,1,1,1,documentDateModified,DESC
RY704449,4,1,1,1,ingangsDatum,DESC
RW653492,4,1,1,1,documentDateModified,DESC
RU584115,4,1,1,1,ingangsDatum,DESC
RZ145609,4,1,1,1,ingangsDatum,DESC
RX345632,4,1,1,1,ingangsDatum,DESC
RX334165,4,1,1,1,ingangsDatum,DESC
RX769248,4,1,1,1,ingangsDatum,DESC
RQ135445,4,1,1,1,ingangsDatum,DESC
RO407523,4,1,1,2,ingangsDatum,DESC
RX294883,4,1,1,1,ingangsDatum,DESC
RZ331470,4,1,1,2,ingangsDatum,DESC
RV765770,4,1,1,2,ingangsDatum,DESC
RQ508088,4,1,1,1,ingangsDatum,DESC
RV783654,4,1,1,1,ingangsDatum,DESC
RX814553,4,1,1,1,ingangsDatum,DESC
RU125694,4,1,1,2,ingangsDatum,DESC
RV755231,4,3,4,1,ingangsDatum,ASC
RW759594,4,1,1,1,ingangsDatum,DESC
IC217877,4,1,1,2,ingangsDatum,DESC
RY506197,4,1,1,1,ingangsDatum,DESC
RY868178,4,1,1,2,ingangsDatum,DESC
RX184901,4,1,1,3,ingangsDatum,DESC
RY616954,4,1,1,1,ingangsDatum,DESC
RX870152,4,1,1,1,ingangsDatum,DESC
IC286732,4,1,1,1,ingangsDatum,DESC
RQ149944,4,1,1,2,ingangsDatum,DESC
RY1005947,4,1,1,2,ingangsDatum,DESC
RY590063,4,1,1,1,ingangsDatum,DESC
RX913980,4,1,1,2,ingangsDatum,DESC
RT996895,4,1,1,2,ingangsDatum,DESC
RY995467,4,1,1,3,ingangsDatum,DESC
RO337892,4,1,1,2,ingangsDatum,ASC
RT186408,4,1,1,1,ingangsDatum,ASC
RV959076,4,1,1,2,ingangsDatum,DESC
RP132143,4,1,1,3,ingangsDatum,DESC
RX421891,4,1,1,2,ingangsDatum,DESC
RP786411,4,1,1,1,ingangsDatum,DESC
RY104046,4,1,1,2,ingangsDatum,DESC
RY907893,4,1,1,2,ingangsDatum,DESC
RZ184827,4,1,1,2,ingangsDatum,DESC
RQ481639,4,1,1,1,ingangsDatum,DESC
RO523562,4,1,1,2,ingangsDatum,DESC
RP412610,4,1,1,2,ingangsDatum,DESC
RY527317,4,1,1,2,ingangsDatum,DESC
IC204068,4,1,1,3,ingangsDatum,DESC
RX818687,4,1,2,1,ingangsDatum,DESC
RX826278,4,1,1,1,ingangsDatum,DESC
RX135597,4,1,1,1,ingangsDatum,DESC
RY991853,4,1,1,1,ingangsDatum,DESC
RO688713,4,1,1,2,ingangsDatum,DESC
UA000342,4,1,1,2,documentDateModified,DESC
RQ795143,4,1,1,2,ingangsDatum,DESC
RO367654,4,1,1,1,ingangsDatum,DESC
RQ654820,4,1,1,2,ingangsDatum,DESC
RZ208600,4,1,1,1,ingangsDatum,DESC
UA008051,4,1,1,2,ingangsDatum,DESC
RO707200,4,1,1,4,ingangsDatum,DESC
RY1002600,4,1,1,3,ingangsDatum,DESC
RX273972,4,1,1,1,ingangsDatum,DESC
RP131806,4,1,1,1,documentDateModified,ASC
RX565776,4,1,1,1,ingangsDatum,DESC
RY685495,4,1,1,1,ingangsDatum,DESC
RX268431,4,1,1,1,ingangsDatum,DESC
RY899828,4,1,1,2,ingangsDatum,DESC
RW785755,4,1,1,2,ingangsDatum,DESC
RV491002,4,2,2,2,ingangsDatum,DESC
RY991185,4,1,1,3,ingangsDatum,DESC
RQ513575,4,1,1,1,ingangsDatum,DESC
RQ538003,4,1,1,1,ingangsDatum,DESC
RX831054,4,1,1,3,ingangsDatum,DESC
RT467055,4,1,1,1,ingangsDatum,DESC
RW207263,4,1,1,1,ingangsDatum,DESC
RX601106,4,1,1,1,ingangsDatum,DESC
RY138630,4,1,1,1,ingangsDatum,DESC
RX763988,4,1,1,2,ingangsDatum,DESC
RT130483,4,1,1,1,ingangsDatum,DESC
RX721223,4,1,1,3,ingangsDatum,DESC
RU267134,4,1,1,2,ingangsDatum,DESC
IC286736,4,1,1,1,ingangsDatum,DESC
RU632735,4,1,1,2,ingangsDatum,DESC
UA009954,4,1,1,2,ingangsDatum,DESC
RY546544,4,1,1,2,ingangsDatum,DESC
RO560344,4,1,1,1,documentOmschrijving,ASC
IC292653,4,1,1,1,documentDateModified,DESC
RY1012398,4,1,1,1,ingangsDatum,DESC
IC114442,4,1,1,1,ingangsDatum,DESC
RP238271,4,1,1,1,documentDateModified,DESC
RT216355,4,1,1,1,ingangsDatum,DESC
RT187163,4,1,1,2,ingangsDatum,DESC
RY530672,4,1,1,1,ingangsDatum,DESC
IC206777,4,1,1,3,ingangsDatum,DESC
RW558283,4,1,1,1,ingangsDatum,DESC
RW616836,4,1,1,1,ingangsDatum,DESC
RQ779695,4,1,1,2,ingangsDatum,DESC
RO173582,4,1,1,2,ingangsDatum,DESC
RO975253,4,1,2,2,ingangsDatum,DESC
RQ389766,4,1,1,1,ingangsDatum,DESC
RX885647,4,1,1,1,documentDateModified,DESC
RT1002177,4,1,1,2,ingangsDatum,DESC
RY649179,4,1,1,1,ingangsDatum,DESC
RX928250,4,1,1,1,documentOmschrijving,ASC
RV781154,4,1,1,2,ingangsDatum,DESC
RZ282993,4,1,1,1,ingangsDatum,DESC
RP808054,4,1,1,1,ingangsDatum,DESC
RW1020509,4,1,1,1,ingangsDatum,DESC
RQ481267,4,1,1,1,ingangsDatum,DESC
RZ168334,4,1,1,2,ingangsDatum,DESC
RY416556,4,1,1,2,ingangsDatum,DESC
RX459974,4,1,1,2,ingangsDatum,DESC
RY737841,4,1,1,1,ingangsDatum,DESC
RY135995,4,2,4,1,ingangsDatum,DESC
RX775841,4,1,1,1,ingangsDatum,DESC
RX872760,4,1,1,1,ingangsDatum,DESC
RO393709,4,1,1,2,ingangsDatum,DESC
RO939179,4,1,1,1,ingangsDatum,DESC
RY962441,4,1,1,1,ingangsDatum,DESC
RU289670,4,1,1,1,ingangsDatum,DESC
RY929679,4,1,1,1,ingangsDatum,DESC
RO518911,4,1,1,2,ingangsDatum,DESC
RY450501,4,1,1,2,ingangsDatum,DESC
RZ306514,4,1,1,1,ingangsDatum,DESC
RY138047,4,1,1,3,ingangsDatum,DESC
RQ486812,4,1,1,1,ingangsDatum,DESC
RX294388,4,1,1,1,ingangsDatum,DESC
RY702538,4,1,1,1,ingangsDatum,DESC
IC281666,4,1,1,1,documentOmschrijving,ASC
RY205421,4,1,1,2,ingangsDatum,DESC
RY962954,4,2,3,2,documentOmschrijving,DESC
RZ215260,4,1,1,1,ingangsDatum,DESC
RX810136,4,1,2,1,documentOmschrijving,DESC
RY1000767,4,1,1,1,ingangsDatum,DESC
RX889250,4,1,1,1,ingangsDatum,DESC
RY905657,4,1,1,1,ingangsDatum,DESC
RW901695,4,1,1,1,ingangsDatum,DESC
RQ461319,4,1,1,2,ingangsDatum,DESC
RP287884,4,1,1,2,dienstverbandNummer,ASC
UA006711,4,1,1,1,ingangsDatum,DESC
RW932216,4,1,1,2,ingangsDatum,DESC
RY633433,4,1,1,1,ingangsDatum,DESC
RY655042,4,1,1,1,ingangsDatum,ASC
RZ307384,4,1,1,1,ingangsDatum,DESC
RO632349,4,1,1,1,ingangsDatum,DESC
RY866578,4,1,1,2,ingangsDatum,DESC
RO990533,4,1,1,1,ingangsDatum,DESC
RZ178395,4,2,2,1,ingangsDatum,DESC
RY115383,4,1,1,3,ingangsDatum,DESC
RY861512,4,1,1,3,ingangsDatum,DESC
RY908879,4,1,1,1,ingangsDatum,DESC
RQ470582,4,1,1,1,ingangsDatum,DESC
RX493524,4,1,1,3,ingangsDatum,DESC
RZ185346,4,1,1,1,ingangsDatum,DESC
RP307564,4,1,1,1,ingangsDatum,DESC
RY410305,4,1,1,1,ingangsDatum,DESC
RY104251,4,1,1,2,ingangsDatum,DESC
RZ140876,4,1,1,1,ingangsDatum,DESC
RX537962,4,1,1,1,ingangsDatum,DESC
RX557632,4,1,1,4,ingangsDatum,ASC
RQ441914,4,1,1,1,ingangsDatum,DESC
RV637301,4,1,1,3,documentDateModified,DESC
RY1012689,4,1,1,3,ingangsDatum,DESC
RO127441,4,1,1,1,ingangsDatum,DESC
RT318605,4,1,1,2,ingangsDatum,DESC
RZ112755,4,1,1,1,ingangsDatum,DESC
RY944177,4,1,1,1,ingangsDatum,DESC
RX583969,4,1,1,2,ingangsDatum,DESC
RW945431,4,1,1,2,ingangsDatum,DESC
RX489506,4,1,1,1,ingangsDatum,DESC
RT336877,4,1,1,3,ingangsDatum,DESC
RX544961,4,1,1,1,ingangsDatum,DESC
RY962412,4,1,1,1,ingangsDatum,DESC
RZ246984,4,1,1,1,ingangsDatum,DESC
RX842387,4,1,1,1,documentDateModified,DESC
RX634973,4,1,1,1,ingangsDatum,DESC
RX775227,4,1,1,2,ingangsDatum,DESC
IC212486,4,1,1,2,ingangsDatum,DESC
RY963873,4,1,1,1,ingangsDatum,DESC
RY996620,4,1,1,2,ingangsDatum,DESC
RX561072,4,1,1,1,ingangsDatum,DESC
IC228352,4,1,1,1,ingangsDatum,DESC
RO982156,4,1,1,3,ingangsDatum,DESC
RP119159,4,1,1,3,documentOmschrijving,ASC
RW176961,4,1,1,2,ingangsDatum,DESC
UA009848,4,1,1,2,ingangsDatum,DESC
RX531873,4,1,1,2,ingangsDatum,DESC
RX815977,4,1,1,1,ingangsDatum,DESC
UA006788,4,1,2,1,ingangsDatum,DESC
RO938544,4,1,1,1,documentAnnotated,ASC
RT466167,4,1,1,1,ingangsDatum,DESC
RZ283623,4,1,1,2,ingangsDatum,DESC
IC239292,4,1,1,2,ingangsDatum,DESC
RP400260,4,1,1,1,ingangsDatum,DESC
IC249274,4,2,4,2,documentOmschrijving,ASC
RU107774,4,1,1,1,ingangsDatum,DESC
RZ128473,4,1,1,2,ingangsDatum,DESC
RP117795,4,1,1,2,ingangsDatum,DESC
RT967551,4,1,1,2,ingangsDatum,DESC
RX333351,4,1,1,1,ingangsDatum,DESC
IC217897,4,1,1,1,ingangsDatum,DESC
IC182996,4,1,2,2,ingangsDatum,DESC
RO392378,4,1,1,1,ingangsDatum,DESC
RY963778,4,1,1,1,ingangsDatum,DESC
UA010043,4,1,1,1,ingangsDatum,DESC
RZ322176,4,1,2,1,documentDateModified,DESC
RX563919,4,1,1,1,ingangsDatum,DESC
RX230552,4,1,1,1,ingangsDatum,DESC
RZ272830,4,1,1,1,ingangsDatum,DESC
RX313045,4,1,1,1,ingangsDatum,DESC
RX600546,4,1,1,1,ingangsDatum,DESC
RX518805,4,1,1,1,ingangsDatum,DESC
RT513588,4,1,1,2,ingangsDatum,DESC
RV542364,4,1,1,1,ingangsDatum,DESC
RY909900,4,1,1,1,ingangsDatum,DESC
RX701598,4,1,1,1,ingangsDatum,ASC
RY907260,4,1,1,1,ingangsDatum,DESC
RY829372,4,1,1,2,ingangsDatum,DESC
RP342220,4,1,1,2,ingangsDatum,DESC
RQ333548,4,1,1,1,ingangsDatum,DESC
RZ146383,4,1,1,1,ingangsDatum,DESC
RZ112386,4,1,1,1,ingangsDatum,DESC
RO947859,4,1,1,3,ingangsDatum,DESC
RS820670,4,1,1,2,ingangsDatum,DESC
RO591522,4,1,1,1,ingangsDatum,DESC
RX825127,4,1,1,2,ingangsDatum,DESC
IC163115,3,1,1,1,ingangsDatum,DESC
IC204937,3,1,1,3,documentDateModified,DESC
RW734821,3,1,1,2,ingangsDatum,DESC
RX614413,3,1,1,1,ingangsDatum,DESC
RY700951,3,1,1,1,ingangsDatum,DESC
RU269793,3,1,1,1,ingangsDatum,DESC
RX189966,3,1,1,2,ingangsDatum,DESC
RY653554,3,1,1,1,ingangsDatum,DESC
RT948950,3,1,1,1,ingangsDatum,DESC
RY635380,3,1,1,2,ingangsDatum,DESC
RY449393,3,1,1,1,ingangsDatum,DESC
RV742167,3,1,1,2,ingangsDatum,DESC
RP902256,3,1,1,1,ingangsDatum,DESC
RY579433,3,1,1,3,ingangsDatum,DESC
RU677816,3,1,2,1,ingangsDatum,DESC
RZ275546,3,1,1,1,ingangsDatum,DESC
RZ352158,3,1,1,1,ingangsDatum,DESC
RY750391,3,1,1,1,ingangsDatum,DESC
RQ519801,3,1,1,1,ingangsDatum,ASC
IC148166,3,1,1,1,documentOmschrijving,ASC
RO134298,3,1,1,1,ingangsDatum,DESC
RY634469,3,1,1,2,ingangsDatum,DESC
IC294809,3,1,1,2,documentDateModified,DESC
RY705713,3,1,1,2,ingangsDatum,DESC
IC135570,3,1,1,1,ingangsDatum,DESC
RY942912,3,1,1,2,ingangsDatum,DESC
RP808728,3,1,1,1,ingangsDatum,DESC
RW183735,3,1,1,1,ingangsDatum,DESC
RU404645,3,1,1,1,ingangsDatum,DESC
RT418654,3,1,1,1,ingangsDatum,DESC
RO939942,3,1,1,3,ingangsDatum,DESC
RY616733,3,1,1,1,ingangsDatum,DESC
RO783667,3,1,1,2,ingangsDatum,DESC
IC276875,3,1,1,2,ingangsDatum,DESC
RY540664,3,1,1,2,documentDateModified,DESC
RZ289753,3,1,1,1,ingangsDatum,DESC
RY989457,3,1,1,2,ingangsDatum,DESC
RY527033,3,1,1,1,ingangsDatum,DESC
RZ249980,3,1,1,1,ingangsDatum,DESC
IC282484,3,1,1,1,dienstverbandNummer,DESC
RO1002636,3,1,1,2,ingangsDatum,DESC
RY408463,3,1,1,3,ingangsDatum,DESC
RO905969,3,1,1,2,ingangsDatum,DESC
RQ512179,3,1,1,1,ingangsDatum,DESC
RO737438,3,1,1,1,ingangsDatum,DESC
RX110131,3,1,1,1,ingangsDatum,DESC
RQ517363,3,1,1,1,ingangsDatum,DESC
IC193514,3,1,1,1,ingangsDatum,DESC
RY893636,3,1,1,2,ingangsDatum,DESC
