user,total_base_activations,employees_activations,documents_activations,import_activations,reports_activations,management_activations,unique_employee_panels_opened,max_concurrent_employee_panels,employee_panel_switches,has_switched_employee_panels
IC137826,69,69,0,0,0,0,24,5,2,True
IC139639,7,7,0,0,0,0,5,3,0,False
IC145776,10,10,0,0,0,0,7,3,0,False
IC170017,13,8,2,1,1,1,2,2,0,False
IC171227,5,5,0,0,0,0,3,3,0,False
IC181594,3,3,0,0,0,0,2,2,0,False
IC201005,2,2,0,0,0,0,2,1,0,False
IC204067,42,42,0,0,0,0,16,5,1,True
IC204733,6,6,0,0,0,0,6,3,0,False
IC206089,6,6,0,0,0,0,5,5,0,False
IC206470,60,59,1,0,0,0,51,5,0,False
IC208316,2,2,0,0,0,0,2,2,0,False
IC209172,11,11,0,0,0,0,9,3,0,False
IC214007,54,54,0,0,0,0,24,5,6,True
IC217762,4,4,0,0,0,0,2,2,0,False
IC217768,11,11,0,0,0,0,8,1,0,False
IC217866,6,6,0,0,0,0,3,3,1,True
IC217945,5,5,0,0,0,0,3,3,0,False
IC223105,4,4,0,0,0,0,2,2,0,False
IC226664,1,1,0,0,0,0,1,1,0,False
IC228391,3,3,0,0,0,0,2,2,0,False
IC233255,7,7,0,0,0,0,5,1,0,False
IC234756,11,11,0,0,0,0,8,2,0,False
IC238973,16,16,0,0,0,0,7,2,0,False
IC239829,53,52,1,0,0,0,25,5,0,False
IC243051,31,31,0,0,0,0,23,5,0,False
IC244545,23,23,0,0,0,0,22,3,0,False
IC249274,11,11,0,0,0,0,9,2,0,False
IC252439,1,1,0,0,0,0,1,1,0,False
IC256841,4,4,0,0,0,0,1,1,0,False
IC257178,19,19,0,0,0,0,12,5,0,False
IC259046,2,2,0,0,0,0,1,1,0,False
IC261203,4,4,0,0,0,0,3,2,0,False
IC261588,3,3,0,0,0,0,1,1,0,False
IC261680,20,20,0,0,0,0,6,5,1,True
IC261908,4,4,0,0,0,0,4,4,0,False
IC265941,1,1,0,0,0,0,1,1,0,False
IC266152,3,3,0,0,0,0,1,1,0,False
IC267429,1,1,0,0,0,0,0,0,0,False
IC268343,25,25,0,0,0,0,17,3,1,True
IC269017,44,38,6,0,0,0,25,5,2,True
IC269224,6,6,0,0,0,0,4,3,0,False
IC269965,5,5,0,0,0,0,4,4,0,False
IC269984,1,1,0,0,0,0,1,1,0,False
IC269996,2,2,0,0,0,0,2,2,0,False
IC270715,27,20,3,0,4,0,14,3,0,False
IC271150,8,8,0,0,0,0,3,1,0,False
IC271644,7,7,0,0,0,0,4,3,0,False
IC272333,25,25,0,0,0,0,23,5,0,False
IC273184,11,11,0,0,0,0,8,5,0,False
IC273846,7,7,0,0,0,0,1,1,0,False
IC281076,74,74,0,0,0,0,27,5,6,True
IC281456,9,9,0,0,0,0,7,5,0,False
IC283569,3,3,0,0,0,0,1,1,0,False
IC283880,19,19,0,0,0,0,16,5,0,False
IC284650,19,14,1,1,0,3,2,2,0,False
IC284690,12,12,0,0,0,0,7,5,0,False
IC284995,15,15,0,0,0,0,11,5,0,False
IC286187,18,18,0,0,0,0,13,5,0,False
IC286207,4,4,0,0,0,0,2,2,0,False
IC286481,17,16,1,0,0,0,10,5,6,True
IC290932,4,4,0,0,0,0,3,2,0,False
IC291179,13,13,0,0,0,0,0,0,0,False
IC292039,15,15,0,0,0,0,12,5,0,False
IC292058,2,2,0,0,0,0,2,2,0,False
IC292548,2,2,0,0,0,0,1,1,0,False
IC292575,11,11,0,0,0,0,3,3,3,True
IC293033,1,1,0,0,0,0,1,1,0,False
IC293776,27,27,0,0,0,0,15,5,0,False
IC293998,6,6,0,0,0,0,4,4,0,False
IC294931,3,3,0,0,0,0,2,2,0,False
RO1002356,1,1,0,0,0,0,0,0,0,False
RO1003731,12,12,0,0,0,0,5,5,1,True
RO1020391,1,1,0,0,0,0,0,0,0,False
RO105384,1,1,0,0,0,0,0,0,0,False
RO126441,14,14,0,0,0,0,10,5,0,False
RO135116,2,2,0,0,0,0,2,1,0,False
RO135519,1,1,0,0,0,0,1,1,0,False
RO172984,6,6,0,0,0,0,2,2,0,False
RO173582,6,6,0,0,0,0,5,5,0,False
RO174743,8,8,0,0,0,0,5,5,0,False
RO177185,9,9,0,0,0,0,8,5,0,False
RO214361,4,4,0,0,0,0,1,1,0,False
RO303758,2,2,0,0,0,0,2,2,0,False
RO372890,7,7,0,0,0,0,1,1,0,False
RO392378,1,1,0,0,0,0,1,1,0,False
RO392568,3,3,0,0,0,0,2,2,0,False
RO393345,20,20,0,0,0,0,15,4,0,False
RO407240,17,17,0,0,0,0,12,1,0,False
RO407701,11,7,4,0,0,0,2,2,0,False
RO408336,2,2,0,0,0,0,1,1,0,False
RO419680,7,7,0,0,0,0,3,2,0,False
RO426577,3,3,0,0,0,0,1,1,0,False
RO426584,4,4,0,0,0,0,1,1,0,False
RO426589,1,1,0,0,0,0,1,1,0,False
RO426616,2,2,0,0,0,0,0,0,0,False
RO431371,1,1,0,0,0,0,1,1,0,False
RO431797,1,1,0,0,0,0,1,1,0,False
RO435523,10,8,2,0,0,0,3,3,2,True
RO458389,1,1,0,0,0,0,1,1,0,False
RO470098,7,7,0,0,0,0,6,5,0,False
RO474596,5,5,0,0,0,0,2,2,0,False
RO474636,2,2,0,0,0,0,1,1,0,False
RO503136,1,1,0,0,0,0,1,1,0,False
RO514177,9,9,0,0,0,0,4,3,0,False
RO517709,5,5,0,0,0,0,2,2,0,False
RO517971,1,1,0,0,0,0,0,0,0,False
RO517995,1,1,0,0,0,0,1,1,0,False
RO518670,4,4,0,0,0,0,4,4,0,False
RO518901,4,4,0,0,0,0,2,2,0,False
RO518962,8,8,0,0,0,0,5,4,1,True
RO550859,1,1,0,0,0,0,0,0,0,False
RO560720,2,2,0,0,0,0,2,2,0,False
RO564653,1,1,0,0,0,0,0,0,0,False
RO592822,26,26,0,0,0,0,8,5,0,False
RO593814,7,7,0,0,0,0,4,3,0,False
RO594811,7,7,0,0,0,0,5,5,1,True
RO603522,1,1,0,0,0,0,0,0,0,False
RO603741,6,6,0,0,0,0,3,2,0,False
RO632196,10,7,3,0,0,0,7,5,0,False
RO650096,6,6,0,0,0,0,2,2,0,False
RO650123,2,2,0,0,0,0,2,2,0,False
RO675527,2,2,0,0,0,0,1,1,0,False
RO683546,1,1,0,0,0,0,0,0,0,False
RO685853,2,2,0,0,0,0,1,1,0,False
RO686060,10,9,1,0,0,0,5,3,0,False
RO688257,18,16,2,0,0,0,11,5,0,False
RO688910,3,3,0,0,0,0,3,3,0,False
RO694562,13,13,0,0,0,0,9,2,0,False
RO712312,33,33,0,0,0,0,24,5,0,False
RO715714,14,13,1,0,0,0,8,5,0,False
RO728865,1,1,0,0,0,0,0,0,0,False
RO729580,5,5,0,0,0,0,2,1,0,False
RO730324,7,7,0,0,0,0,3,2,0,False
RO730785,4,4,0,0,0,0,2,2,0,False
RO731258,5,5,0,0,0,0,1,1,0,False
RO732052,5,5,0,0,0,0,2,2,0,False
RO733358,8,8,0,0,0,0,6,5,1,True
RO733770,1,1,0,0,0,0,0,0,0,False
RO757675,3,3,0,0,0,0,3,3,0,False
RO767476,5,5,0,0,0,0,2,2,0,False
RO779961,1,1,0,0,0,0,1,1,0,False
RO788486,1,1,0,0,0,0,1,1,0,False
RO793356,1,1,0,0,0,0,1,1,0,False
RO810780,3,3,0,0,0,0,2,2,0,False
RO812670,3,3,0,0,0,0,1,1,0,False
RO812774,11,9,2,0,0,0,6,4,0,False
RO813536,5,5,0,0,0,0,0,0,0,False
RO850756,1,1,0,0,0,0,0,0,0,False
RO941082,5,5,0,0,0,0,2,2,0,False
RO944369,5,5,0,0,0,0,2,1,0,False
RO970470,19,19,0,0,0,0,11,5,1,True
RO981960,1,1,0,0,0,0,1,1,0,False
RO985813,6,6,0,0,0,0,2,2,2,True
RP120227,1,1,0,0,0,0,1,1,0,False
RP132536,1,1,0,0,0,0,0,0,0,False
RP132973,3,3,0,0,0,0,0,0,0,False
RP155637,11,11,0,0,0,0,8,1,0,False
RP157067,3,3,0,0,0,0,1,1,0,False
RP196317,12,12,0,0,0,0,5,5,0,False
RP208975,2,2,0,0,0,0,1,1,0,False
RP212378,3,3,0,0,0,0,3,3,0,False
RP213523,53,53,0,0,0,0,33,5,1,True
RP238167,4,4,0,0,0,0,2,2,0,False
RP288510,2,2,0,0,0,0,2,2,0,False
RP339679,1,1,0,0,0,0,1,1,0,False
RP378420,1,1,0,0,0,0,0,0,0,False
RP385218,1,1,0,0,0,0,1,1,0,False
RP385534,5,5,0,0,0,0,4,4,0,False
RP400708,2,2,0,0,0,0,1,1,0,False
RP405188,1,1,0,0,0,0,1,1,0,False
RP428938,2,2,0,0,0,0,1,1,0,False
RP440831,10,10,0,0,0,0,7,5,1,True
RP531431,2,1,1,0,0,0,0,0,0,False
RP630359,1,1,0,0,0,0,1,1,0,False
RP671673,4,3,1,0,0,0,1,1,0,False
RP705512,1,1,0,0,0,0,0,0,0,False
RP754916,1,1,0,0,0,0,1,1,0,False
RP768565,4,4,0,0,0,0,3,3,0,False
RP782656,8,8,0,0,0,0,5,5,0,False
RP783246,3,3,0,0,0,0,0,0,0,False
RP783689,1,1,0,0,0,0,1,1,0,False
RP805565,8,6,0,0,0,2,2,2,0,False
RP830530,6,6,0,0,0,0,5,5,1,True
RP830683,2,2,0,0,0,0,1,1,0,False
RP851318,10,10,0,0,0,0,5,2,0,False
RP881602,6,6,0,0,0,0,5,4,0,False
RP892597,2,2,0,0,0,0,2,2,0,False
RP902154,6,6,0,0,0,0,4,3,0,False
RP934065,5,5,0,0,0,0,3,3,0,False
RQ117949,1,1,0,0,0,0,1,1,0,False
RQ118435,15,15,0,0,0,0,12,2,0,False
RQ118441,4,4,0,0,0,0,1,1,0,False
RQ118585,3,3,0,0,0,0,1,1,0,False
RQ128118,1,1,0,0,0,0,0,0,0,False
RQ139539,1,1,0,0,0,0,0,0,0,False
RQ306630,11,11,0,0,0,0,6,1,0,False
RQ337985,4,4,0,0,0,0,4,4,0,False
RQ361570,6,6,0,0,0,0,3,2,0,False
RQ371761,4,4,0,0,0,0,1,1,0,False
RQ409574,1,1,0,0,0,0,0,0,0,False
RQ411359,2,2,0,0,0,0,1,1,0,False
RQ443159,1,1,0,0,0,0,1,1,0,False
RQ446030,1,1,0,0,0,0,1,1,0,False
RQ458516,1,1,0,0,0,0,1,1,0,False
RQ459796,3,3,0,0,0,0,2,2,0,False
RQ461319,3,3,0,0,0,0,3,2,0,False
RQ461638,3,3,0,0,0,0,1,1,0,False
RQ462542,10,10,0,0,0,0,7,5,1,True
RQ469547,5,5,0,0,0,0,3,2,0,False
RQ469593,2,2,0,0,0,0,1,1,0,False
RQ469686,2,2,0,0,0,0,0,0,0,False
RQ470582,4,4,0,0,0,0,3,3,1,True
RQ471450,2,2,0,0,0,0,1,1,0,False
RQ471537,6,6,0,0,0,0,3,3,0,False
RQ474629,1,1,0,0,0,0,1,1,0,False
RQ474900,3,3,0,0,0,0,1,1,0,False
RQ475527,6,6,0,0,0,0,4,3,0,False
RQ475673,1,1,0,0,0,0,0,0,0,False
RQ479194,5,5,0,0,0,0,1,1,0,False
RQ479451,1,1,0,0,0,0,1,1,0,False
RQ480330,10,10,0,0,0,0,5,5,0,False
RQ481469,3,3,0,0,0,0,0,0,0,False
RQ481639,3,3,0,0,0,0,1,1,0,False
RQ485506,1,1,0,0,0,0,0,0,0,False
RQ488806,1,1,0,0,0,0,1,1,0,False
RQ491540,58,58,0,0,0,0,57,1,0,False
RQ491588,12,12,0,0,0,0,6,5,1,True
RQ494004,4,4,0,0,0,0,3,1,0,False
RQ494419,3,3,0,0,0,0,2,2,0,False
RQ494540,5,5,0,0,0,0,2,2,0,False
RQ495114,4,4,0,0,0,0,3,2,0,False
RQ495221,1,1,0,0,0,0,0,0,0,False
RQ499704,3,3,0,0,0,0,1,1,0,False
RQ500167,1,1,0,0,0,0,0,0,0,False
RQ501052,5,5,0,0,0,0,3,3,0,False
RQ508088,4,4,0,0,0,0,4,4,0,False
RQ509818,6,6,0,0,0,0,2,2,0,False
RQ511706,2,2,0,0,0,0,2,2,0,False
RQ514982,2,2,0,0,0,0,2,2,0,False
RQ516680,14,14,0,0,0,0,3,3,0,False
RQ516830,5,5,0,0,0,0,2,2,0,False
RQ518707,5,5,0,0,0,0,1,1,0,False
RQ520344,3,3,0,0,0,0,1,1,0,False
RQ522110,6,6,0,0,0,0,3,3,0,False
RQ522302,1,1,0,0,0,0,1,1,0,False
RQ523467,9,9,0,0,0,0,7,5,0,False
RQ525117,3,3,0,0,0,0,0,0,0,False
RQ538003,4,3,1,0,0,0,1,1,0,False
RQ540363,1,1,0,0,0,0,1,1,0,False
RQ541681,10,10,0,0,0,0,5,5,0,False
RQ706744,1,1,0,0,0,0,1,1,0,False
RQ707660,2,2,0,0,0,0,2,1,0,False
RQ738142,3,3,0,0,0,0,2,2,0,False
RQ803341,3,3,0,0,0,0,2,2,0,False
RQ816518,3,2,0,1,0,0,1,1,0,False
RQ883092,6,6,0,0,0,0,3,3,0,False
RQ886068,4,4,0,0,0,0,3,3,0,False
RQ888177,2,2,0,0,0,0,1,1,0,False
RQ916604,4,4,0,0,0,0,1,1,0,False
RQ916687,9,9,0,0,0,0,6,4,0,False
RQ945788,1,1,0,0,0,0,1,1,0,False
RQ946297,2,2,0,0,0,0,1,1,0,False
RQ957284,2,2,0,0,0,0,1,1,0,False
RQ992049,2,2,0,0,0,0,0,0,0,False
RS1005742,2,2,0,0,0,0,2,2,0,False
RS188883,4,4,0,0,0,0,1,1,0,False
RS292872,2,2,0,0,0,0,2,2,0,False
RS294336,1,1,0,0,0,0,1,1,0,False
RS421872,1,1,0,0,0,0,0,0,0,False
RS437396,4,4,0,0,0,0,3,3,0,False
RS447031,3,3,0,0,0,0,1,1,0,False
RS509234,2,2,0,0,0,0,1,1,0,False
RS509897,3,3,0,0,0,0,2,2,1,True
RS634748,44,43,1,0,0,0,28,3,0,False
RS669710,3,3,0,0,0,0,2,2,0,False
RS694481,1,1,0,0,0,0,1,1,0,False
RS704033,7,7,0,0,0,0,4,2,0,False
RS715145,16,16,0,0,0,0,11,5,3,True
RS719535,14,13,1,0,0,0,6,5,0,False
RS719628,2,2,0,0,0,0,1,1,0,False
RS719909,20,20,0,0,0,0,10,4,0,False
RS749883,5,5,0,0,0,0,4,4,0,False
RS782063,1,1,0,0,0,0,1,1,0,False
RS787086,5,5,0,0,0,0,3,3,0,False
RS806190,2,2,0,0,0,0,1,1,0,False
RS819550,1,1,0,0,0,0,1,1,0,False
RS847105,8,8,0,0,0,0,2,2,0,False
RS854175,7,7,0,0,0,0,5,3,0,False
RS866081,8,8,0,0,0,0,6,3,0,False
RS866156,25,25,0,0,0,0,15,5,1,True
RS889152,1,1,0,0,0,0,0,0,0,False
RS980322,27,27,0,0,0,0,15,5,0,False
RT1002176,4,3,1,0,0,0,0,0,0,False
RT1002177,16,16,0,0,0,0,7,5,5,True
RT1002849,1,1,0,0,0,0,1,1,0,False
RT1003800,3,3,0,0,0,0,1,1,0,False
RT101422,1,1,0,0,0,0,0,0,0,False
RT102136,4,4,0,0,0,0,0,0,0,False
RT1030022,2,2,0,0,0,0,1,1,0,False
RT1031967,2,2,0,0,0,0,1,1,0,False
RT103296,2,2,0,0,0,0,0,0,0,False
RT114823,3,2,1,0,0,0,2,2,0,False
RT122551,3,3,0,0,0,0,2,1,0,False
RT125674,69,69,0,0,0,0,63,5,0,False
RT127496,2,2,0,0,0,0,1,1,0,False
RT130483,2,2,0,0,0,0,2,2,0,False
RT186210,11,11,0,0,0,0,6,5,0,False
RT187163,3,3,0,0,0,0,2,2,0,False
RT187670,24,24,0,0,0,0,9,5,0,False
RT187778,1,1,0,0,0,0,0,0,0,False
RT188356,8,8,0,0,0,0,6,2,0,False
RT249216,1,1,0,0,0,0,0,0,0,False
RT312813,5,5,0,0,0,0,2,2,0,False
RT343543,4,4,0,0,0,0,2,2,0,False
RT350528,2,2,0,0,0,0,1,1,0,False
RT363158,2,2,0,0,0,0,2,2,0,False
RT391852,6,6,0,0,0,0,6,4,0,False
RT411106,5,5,0,0,0,0,3,2,0,False
RT411133,4,4,0,0,0,0,1,1,0,False
RT418074,7,7,0,0,0,0,1,1,0,False
RT418076,1,1,0,0,0,0,1,1,0,False
RT418654,4,3,0,0,0,1,2,1,0,False
RT430608,8,8,0,0,0,0,2,2,0,False
RT934674,3,3,0,0,0,0,2,2,0,False
RT940653,2,2,0,0,0,0,1,1,0,False
RT955117,8,8,0,0,0,0,0,0,0,False
RT996430,3,2,1,0,0,0,1,1,0,False
RT997205,1,1,0,0,0,0,1,1,0,False
RU102302,1,1,0,0,0,0,1,1,0,False
RU103247,2,2,0,0,0,0,2,2,0,False
RU107510,2,2,0,0,0,0,0,0,0,False
RU122713,2,2,0,0,0,0,1,1,0,False
RU124217,1,1,0,0,0,0,1,1,0,False
RU124534,2,2,0,0,0,0,0,0,0,False
RU124601,11,11,0,0,0,0,3,3,1,True
RU125303,9,8,1,0,0,0,4,4,1,True
RU133749,6,5,0,0,1,0,2,2,0,False
RU170199,13,13,0,0,0,0,8,2,0,False
RU270897,2,2,0,0,0,0,1,1,0,False
RU340685,11,11,0,0,0,0,10,5,0,False
RU364153,3,3,0,0,0,0,1,1,0,False
RU364704,3,3,0,0,0,0,1,1,0,False
RU417518,2,2,0,0,0,0,1,1,0,False
RU478482,108,108,0,0,0,0,35,5,1,True
RU483610,2,2,0,0,0,0,1,1,0,False
RU522075,8,8,0,0,0,0,2,2,0,False
RU537273,1,1,0,0,0,0,0,0,0,False
RU597663,2,2,0,0,0,0,2,2,0,False
RU600444,1,1,0,0,0,0,1,1,0,False
RU642674,3,3,0,0,0,0,1,1,0,False
RV123401,9,9,0,0,0,0,3,3,1,True
RV123811,2,2,0,0,0,0,0,0,0,False
RV129743,5,5,0,0,0,0,1,1,0,False
RV320837,4,4,0,0,0,0,3,2,0,False
RV362762,1,1,0,0,0,0,0,0,0,False
RV384984,15,15,0,0,0,0,12,5,0,False
RV386356,2,2,0,0,0,0,1,1,0,False
RV413410,3,3,0,0,0,0,3,2,0,False
RV415937,7,7,0,0,0,0,1,1,0,False
RV450765,1,1,0,0,0,0,1,1,0,False
RV453488,9,9,0,0,0,0,6,5,0,False
RV480237,3,3,0,0,0,0,1,1,0,False
RV490687,2,2,0,0,0,0,1,1,0,False
RV516953,4,4,0,0,0,0,2,2,0,False
RV577486,12,12,0,0,0,0,3,3,1,True
RV591541,7,7,0,0,0,0,6,2,0,False
RV605733,10,10,0,0,0,0,6,5,1,True
RV614574,4,4,0,0,0,0,2,2,2,True
RV652484,5,5,0,0,0,0,2,2,0,False
RV659395,29,28,1,0,0,0,10,4,0,False
RV664682,8,8,0,0,0,0,4,4,0,False
RV666052,7,7,0,0,0,0,2,2,0,False
RV668722,8,8,0,0,0,0,1,1,0,False
RV693059,6,6,0,0,0,0,3,3,0,False
RV714894,11,11,0,0,0,0,4,3,0,False
RV728322,2,2,0,0,0,0,1,1,0,False
RV741799,32,31,1,0,0,0,21,5,1,True
RV763727,3,3,0,0,0,0,2,1,0,False
RV767367,7,7,0,0,0,0,3,1,0,False
RV772413,18,18,0,0,0,0,15,5,0,False
RV772718,2,2,0,0,0,0,1,1,0,False
RV775617,4,4,0,0,0,0,2,2,0,False
RV783654,6,6,0,0,0,0,4,4,0,False
RV785889,1,1,0,0,0,0,1,1,0,False
RV795400,1,1,0,0,0,0,0,0,0,False
RV837818,11,11,0,0,0,0,1,1,0,False
RV840450,8,8,0,0,0,0,5,5,1,True
RV862739,5,5,0,0,0,0,4,1,0,False
RV872896,24,24,0,0,0,0,11,5,1,True
RV884435,8,8,0,0,0,0,6,2,0,False
RV884438,2,2,0,0,0,0,1,1,0,False
RV887451,1,1,0,0,0,0,1,1,0,False
RV892257,1,1,0,0,0,0,0,0,0,False
RV892642,0,0,0,0,0,0,1,1,0,False
RV899316,1,1,0,0,0,0,1,1,0,False
RV915893,2,2,0,0,0,0,1,1,0,False
RV915998,1,1,0,0,0,0,1,1,0,False
RV916205,2,2,0,0,0,0,1,1,0,False
RV922975,11,11,0,0,0,0,2,2,0,False
RV933887,6,6,0,0,0,0,5,5,1,True
RV953779,58,58,0,0,0,0,54,5,0,False
RV957266,1,1,0,0,0,0,0,0,0,False
RW104696,1,1,0,0,0,0,1,1,0,False
RW126043,2,2,0,0,0,0,1,1,0,False
RW202343,2,2,0,0,0,0,1,1,0,False
RW223805,6,6,0,0,0,0,4,1,0,False
RW225240,9,9,0,0,0,0,4,4,0,False
RW225807,2,2,0,0,0,0,1,1,0,False
RW228890,1,1,0,0,0,0,0,0,0,False
RW458947,1,1,0,0,0,0,1,1,0,False
RW461943,1,1,0,0,0,0,1,1,0,False
RW486126,7,5,2,0,0,0,3,2,0,False
RW490635,1,1,0,0,0,0,1,1,0,False
RW524716,5,5,0,0,0,0,3,3,0,False
RW527147,1,1,0,0,0,0,1,1,0,False
RW549580,10,10,0,0,0,0,9,5,0,False
RW553129,1,1,0,0,0,0,1,1,0,False
RW578856,1,1,0,0,0,0,1,1,0,False
RW609348,2,2,0,0,0,0,0,0,0,False
RW648361,3,3,0,0,0,0,1,1,0,False
RW655521,17,17,0,0,0,0,14,5,0,False
RW659917,1,1,0,0,0,0,1,1,0,False
RW691591,1,1,0,0,0,0,1,1,0,False
RW701877,1,1,0,0,0,0,1,1,0,False
RW733316,1,1,0,0,0,0,1,1,0,False
RW761850,6,6,0,0,0,0,4,3,0,False
RW766116,16,15,1,0,0,0,4,4,1,True
RW766207,5,5,0,0,0,0,3,3,1,True
RW775442,3,2,1,0,0,0,1,1,0,False
RW785420,13,12,1,0,0,0,3,3,0,False
RW785755,6,6,0,0,0,0,2,2,0,False
RW792102,5,3,2,0,0,0,1,1,0,False
RW820102,1,1,0,0,0,0,0,0,0,False
RW834739,3,3,0,0,0,0,3,3,0,False
RW836557,16,16,0,0,0,0,10,5,1,True
RW837871,8,8,0,0,0,0,7,5,0,False
RW847315,33,31,2,0,0,0,18,5,2,True
RW849358,2,2,0,0,0,0,1,1,0,False
RW878363,18,18,0,0,0,0,13,5,0,False
RW882198,2,2,0,0,0,0,2,2,0,False
RW886779,3,3,0,0,0,0,2,2,0,False
RW896193,43,43,0,0,0,0,16,5,1,True
RW896210,1,1,0,0,0,0,0,0,0,False
RW899696,2,2,0,0,0,0,1,1,0,False
RW917557,2,2,0,0,0,0,1,1,0,False
RW924969,2,2,0,0,0,0,2,2,0,False
RW933997,9,9,0,0,0,0,6,5,0,False
RW950505,6,6,0,0,0,0,5,2,0,False
RW957183,54,44,10,0,0,0,22,4,0,False
RW967578,3,3,0,0,0,0,3,2,0,False
RW978774,2,2,0,0,0,0,0,0,0,False
RW981769,5,5,0,0,0,0,4,2,0,False
RX117726,1,1,0,0,0,0,1,1,0,False
RX126308,4,4,0,0,0,0,2,2,0,False
RX133550,19,19,0,0,0,0,10,5,1,True
RX140995,15,15,0,0,0,0,3,2,0,False
RX208757,8,8,0,0,0,0,6,5,0,False
RX216293,1,1,0,0,0,0,1,1,0,False
RX240465,1,1,0,0,0,0,1,1,0,False
RX240939,15,15,0,0,0,0,10,4,0,False
RX243000,9,9,0,0,0,0,1,1,0,False
RX253308,69,69,0,0,0,0,35,5,2,True
RX254492,9,9,0,0,0,0,9,2,0,False
RX277047,1,1,0,0,0,0,0,0,0,False
RX277269,2,2,0,0,0,0,1,1,0,False
RX289535,1,1,0,0,0,0,1,1,0,False
RX294467,2,2,0,0,0,0,1,1,0,False
RX295182,2,2,0,0,0,0,1,1,0,False
RX295370,1,1,0,0,0,0,1,1,0,False
RX295429,5,4,1,0,0,0,1,1,0,False
RX295666,6,6,0,0,0,0,1,1,0,False
RX329564,8,8,0,0,0,0,5,4,0,False
RX329681,4,4,0,0,0,0,1,1,0,False
RX329895,29,29,0,0,0,0,18,4,0,False
RX333683,2,2,0,0,0,0,0,0,0,False
RX333688,1,1,0,0,0,0,0,0,0,False
RX334158,24,24,0,0,0,0,14,5,1,True
RX347691,1,1,0,0,0,0,1,1,0,False
RX367452,1,1,0,0,0,0,0,0,0,False
RX379590,4,4,0,0,0,0,2,2,0,False
RX379633,1,1,0,0,0,0,1,1,0,False
RX387204,3,3,0,0,0,0,3,3,0,False
RX392216,1,1,0,0,0,0,1,1,0,False
RX396826,1,1,0,0,0,0,1,1,0,False
RX399063,2,2,0,0,0,0,1,1,0,False
RX399772,8,8,0,0,0,0,2,2,0,False
RX406993,1,1,0,0,0,0,0,0,0,False
RX414764,2,2,0,0,0,0,1,1,0,False
RX415465,2,2,0,0,0,0,1,1,0,False
RX428437,1,1,0,0,0,0,1,1,0,False
RX430937,2,2,0,0,0,0,0,0,0,False
RX436207,8,8,0,0,0,0,5,5,1,True
RX456787,2,2,0,0,0,0,1,1,0,False
RX469025,2,2,0,0,0,0,2,2,0,False
RX474961,17,17,0,0,0,0,7,4,0,False
RX479259,5,5,0,0,0,0,2,2,0,False
RX482378,3,3,0,0,0,0,3,3,0,False
RX492988,6,6,0,0,0,0,1,1,0,False
RX493020,16,16,0,0,0,0,10,5,0,False
RX493264,2,2,0,0,0,0,1,1,0,False
RX509520,4,4,0,0,0,0,1,1,0,False
RX511106,2,2,0,0,0,0,1,1,0,False
RX516934,2,2,0,0,0,0,1,1,0,False
RX517560,1,1,0,0,0,0,0,0,0,False
RX518805,2,2,0,0,0,0,1,1,0,False
RX530323,2,2,0,0,0,0,2,2,0,False
RX531883,20,20,0,0,0,0,6,4,0,False
RX544628,89,89,0,0,0,0,86,5,0,False
RX546629,1,1,0,0,0,0,0,0,0,False
RX550117,4,4,0,0,0,0,1,1,0,False
RX558567,1,1,0,0,0,0,1,1,0,False
RX582190,2,2,0,0,0,0,1,1,0,False
RX596157,3,3,0,0,0,0,1,1,0,False
RX600163,3,3,0,0,0,0,1,1,0,False
RX602098,3,3,0,0,0,0,3,2,0,False
RX604505,2,2,0,0,0,0,2,2,0,False
RX607757,1,1,0,0,0,0,1,1,0,False
RX617925,6,6,0,0,0,0,1,1,0,False
RX622165,2,2,0,0,0,0,2,2,0,False
RX626731,4,4,0,0,0,0,3,3,0,False
RX635612,14,14,0,0,0,0,11,5,0,False
RX636680,3,3,0,0,0,0,1,1,0,False
RX637270,1,1,0,0,0,0,1,1,0,False
RX637876,6,6,0,0,0,0,1,1,0,False
RX643450,7,7,0,0,0,0,0,0,0,False
RX679743,2,2,0,0,0,0,2,2,0,False
RX701193,36,36,0,0,0,0,22,2,0,False
RX720816,1,1,0,0,0,0,1,1,0,False
RX764381,9,9,0,0,0,0,6,5,0,False
RX766306,8,8,0,0,0,0,5,5,2,True
RX775033,1,1,0,0,0,0,0,0,0,False
RX775841,1,1,0,0,0,0,1,1,0,False
RX776303,1,1,0,0,0,0,1,1,0,False
RX776590,4,4,0,0,0,0,3,3,0,False
RX782053,5,5,0,0,0,0,3,2,0,False
RX789421,7,7,0,0,0,0,1,1,0,False
RX809914,3,3,0,0,0,0,1,1,0,False
RX810049,1,1,0,0,0,0,0,0,0,False
RX810535,1,1,0,0,0,0,1,1,0,False
RX811500,4,4,0,0,0,0,2,2,0,False
RX814459,12,12,0,0,0,0,5,4,0,False
RX814511,1,1,0,0,0,0,1,1,0,False
RX814859,1,1,0,0,0,0,0,0,0,False
RX815031,3,3,0,0,0,0,3,3,0,False
RX815111,15,15,0,0,0,0,4,4,0,False
RX827159,3,3,0,0,0,0,2,1,0,False
RX838276,1,1,0,0,0,0,1,1,0,False
RX840001,4,4,0,0,0,0,3,3,0,False
RX866874,2,2,0,0,0,0,1,1,0,False
RX868209,1,1,0,0,0,0,1,1,0,False
RX876775,2,2,0,0,0,0,1,1,0,False
RX879605,5,5,0,0,0,0,4,3,0,False
